AssignmentStatus,Input.document,Input.case,Answer.answer,Answer.case
Approved,<p>Kiwis are tiny little avian kiwifruits with the characteristics of the kiwi bird native to New Zealand.</p>,221,Kiwi bird is native to New Zealand. Avian kiwifruits are tiny and little and have the characteristics of the kiwi bird. They are called Kiwis.,221
Approved,<p>Kiwis are tiny little avian kiwifruits with the characteristics of the kiwi bird native to New Zealand.</p>,221,Kiwis are small bird kiwifruits having the features of the kiwi bird origin to NewZealand.,221
Approved,"<p>Tornadoes, it turns out, are about as American as apple pie. The United States is home to the majority of all the tornadoes that touch down around the world every year.</p>",222,"Although dangerous and beautiful in the same breath, it appears that tornadoes turn out to be as American as apple pies in the United States! Compared to any other country in the world, the United States has the majority of tornado touch downs each year.",222
Approved,"<p>Tornadoes, it turns out, are about as American as apple pie. The United States is home to the majority of all the tornadoes that touch down around the world every year.</p>",222,"In America, tornadoes and apple pie go hand-in-hand.  The majority of tornadoes that touch down worldwide each year occur in the United States.",222
Approved,"<p>Although tornadoes can happen at any time of year, they are especially common during the spring and early summer. May and June are the peak months in terms of numbers of tornadoes, but April appears to be the deadliest month.</p>",223,Early summer and spring times are recorded to have more tornadoes but the exact time and date of such events is not sure. Many tornadoes took place in past in the months of May and June. April is the month which is considered as the most dangerous in this regard.,223
Approved,"<p>Although tornadoes can happen at any time of year, they are especially common during the spring and early summer. May and June are the peak months in terms of numbers of tornadoes, but April appears to be the deadliest month.</p>",223,"Despite the fact that tornadoes can occur any time of the year, they are particularity normal during the spring and early summer. May and June are the peak months as far as frequency of tornadoes occurrence, but April has all the earmarks of being the deadliest month.",223
Approved,"<p>A tornado slides across Oklahoma. Image courtesy NSSL/NOAA. Continued vigilance and quick response to tornado watches and warnings are critical, since tornadoes can strike virtually anywhere at any time.</p>",224,An Image courtesy of NOAA/NSSL shows a tornado move along Oklahoma. Alertness and rapid response are critically needed to spot any sighting or danger of the sudden appearance of tornadoes since it is one of its nature.,224
Approved,"<p>A tornado slides across Oklahoma. Image courtesy NSSL/NOAA. Continued vigilance and quick response to tornado watches and warnings are critical, since tornadoes can strike virtually anywhere at any time.</p>",224,"As a tornado sweeps Oklahoma, we must Heed the advice of tornado watches and warnings. Remember, tornadoes are unpredictable!",224
Approved,"<p>I built these raised garden beds for two reasons, the first was to avoid the back pain that my father feels when bent over a traditional raised bed for weeding, the second was to keep the dog out of the garden.</p>",225,"Avoiding back pain and keeping the dog out of garden was my main reasons for building a raised garden bed for my father, rather than a traditional garden bed.",225
Approved,"<p>I built these raised garden beds for two reasons, the first was to avoid the back pain that my father feels when bent over a traditional raised bed for weeding, the second was to keep the dog out of the garden.</p>",225,"In order to keep the dog out of my garden, and to prevent the back pain from bending over a traditional raised bed, I build these new raised garden beds.",225
Approved,"<p>Have you always wanted your very own raised garden bed, but thought it would require too much manual labor? Lucky for you, we've searched for the easiest garden beds to assemble (if you even have to assemble).</p>",226,"Is a raised garden bed something you have always desired but thought it was too hard to create? Not anymore, we have found the easiest garden beds to put together (if you have to at all).",226
Approved,"<p>Have you always wanted your very own raised garden bed, but thought it would require too much manual labor? Lucky for you, we've searched for the easiest garden beds to assemble (if you even have to assemble).</p>",226,"Most people think that backbreaking labor is the biggest challenge in owning a raised garden bed, but as luck would have it, garden beds with the minimal or no assembly have been researched and are available right now.",226
Approved,"<p>Growing plants in your yard is not easy. But if you can make the task easy, why shouldn’t you resort to clever tricks? The DIY Raised Garden Bed (MyDailyRandomness Blog) is one such trick that will definitely help.</p>",227,The DIY Raised Garden Bed is a cleaver trick that will make the task of growing plants in your yard easier.,227
Approved,"<p>Growing plants in your yard is not easy. But if you can make the task easy, why shouldn’t you resort to clever tricks? The DIY Raised Garden Bed (MyDailyRandomness Blog) is one such trick that will definitely help.</p>",227,"There are ways to growing plants in your own yard easy, since it can be hard. You just have to find ways or clever tricks on how to do so. If you visit DIY Raised Garden Bed at MyDailyRandomness Blog, you will find easy ways and tricks on how to growing your own plants.",227
Approved,"<p>Often confused with lynx due to their size and ear tufts, bobcats tend to live in more temperate habitats than lynx, though they are both native to North America.</p>",228,"Though they are of similar size, with both have ear tufts and living in North America, bobcats and lynx are not the same. Bobcats tend to exist in more temperate areas than Lynx do.",228
Approved,"<p>Often confused with lynx due to their size and ear tufts, bobcats tend to live in more temperate habitats than lynx, though they are both native to North America.</p>",228,"Bobcats are native to North America, as are the lynx, which they are often confused with. The confusion lies in their ear tufts and size,  but bobcats tend to live in more temperate areas than lynx.",228
Approved,<p>The bobcat is brown with black spots. Its fur may be grayer in winter. It has large ears with slight tufts of hair at the tips. It has a striped ruff of fur on its cheeks and a short tail with a black tip.</p>,229,"A bobcat's fur is typically brown with black spots, although the color may appear to be closer to gray in winter.  The defining characteristics for identifying a bobcat are large ears relative to the body size that will have small hair tufts on the tip of the ear, a short black-tipped tail and striped areas of fur on its cheeks.",229
Approved,<p>The bobcat is brown with black spots. Its fur may be grayer in winter. It has large ears with slight tufts of hair at the tips. It has a striped ruff of fur on its cheeks and a short tail with a black tip.</p>,229,"The bobcat's fur is brown with black spots that may appear grayer in winter.  It's large ears has a slight clump hair at the tips.  It has a black-tipped, short tail and striped-ruff fur on each cheek.",229
Approved,<p>The Bobcat is listed as Least Concern because it is abundant and wide-ranging and is not suspected to be declining at a rate that would qualify it for Near Threatened.</p>,230,The bobcat is not qualified to be considered Near Threatened but rather is listed as Least Concern.  This is because its populate is not declining at a fast enough rate for the more serious designation.,230
Approved,<p>The Bobcat is listed as Least Concern because it is abundant and wide-ranging and is not suspected to be declining at a rate that would qualify it for Near Threatened.</p>,230,"The Bobcat is seen as least troubled because it bountiful and wide ranging, and its not guessed to decrease at the rate that would qualify it for close threat.",230
Approved,<p>Weight-loss surgery is an operation on the stomach and/or intestines to help people lose weight by limiting food intake and/or by affecting how food is digested. A very low-calorie diet is a very restrictive diet that uses a commercially prepared formula providing about 800 calories per day.</p>,231,"There are different options to limit calorie intake to support weight-loss in obese individuals: 
   Bariatric surgery limits intake into the stomach and intestinal tract and impacts digestion
   VLDCs or very low-calorie diets use manufactured food substitutes to restrict calories to around 800 per day",231
Approved,<p>Weight-loss surgery is an operation on the stomach and/or intestines to help people lose weight by limiting food intake and/or by affecting how food is digested. A very low-calorie diet is a very restrictive diet that uses a commercially prepared formula providing about 800 calories per day.</p>,231,Weight-reduction surgery is an operation in the stomach and additionally digestion tracts to enable individuals to get in shape by reducing the  intake amount of food level by influencing how nourishment is processed.A low-calorie abstain from food is exceptionally prohibitive eating regimen that uses a financially arranged equation giving around 800 calories per day.,231
Approved,"<p>'Dieting is the worst way to lose weight. Most people would say I'm crazy for making such an outrageous claim. However, by the time you finish reading this short article, I think you'll agree with me: Not only that, my hope is that you'll agree so much that you'll join me on my mission against ''dieting'' -- at least the way the multi-billion dollar weight loss industry has been pushing it on everyone for years.'</p>",232,"The only people who succeed in dieting is the weight loss industry, who make billions every year.  It is the absolute worst way to lose weight.  Read my article and you'll see why I am determined to end ""dieting"" in its current form.  Sure it sounds crazy, but read on and you'll see why we need to take a stand.",232
Approved,"<p>'Dieting is the worst way to lose weight. Most people would say I'm crazy for making such an outrageous claim. However, by the time you finish reading this short article, I think you'll agree with me: Not only that, my hope is that you'll agree so much that you'll join me on my mission against ''dieting'' -- at least the way the multi-billion dollar weight loss industry has been pushing it on everyone for years.'</p>",232,"Losing fat by dieting, is the least successful way to get slim. Some people might think I am mad for saying something so shocking, but when I clarify what I mean by the end of this written piece you will be of the same opinion. 
Wanting to stand with me as I battle the multi billion dollar fat loss companies who have been excessively advertising it to the masses for decades despite its failure rate.",232
Approved,"<p>I am dieting and counting calories. I heard that you shouldn't eat fewer than 1,200 calories a day, and I am wondering why? Can you please explain, because I thought I should eat as little as possible.</p>",233,"I am on a diet and from what I understand I shouldn't be eating very much, but I am confused because I heard that one should not eat less than 1,200 calories per day. Help!",233
Approved,"<p>I am dieting and counting calories. I heard that you shouldn't eat fewer than 1,200 calories a day, and I am wondering why? Can you please explain, because I thought I should eat as little as possible.</p>",233,"Why does a human need to eat at least 1,200 calories per day? Im trying to lose weight, and thought that eating the least amount of calories would help me lose weight faster.",233
Approved,"<p>The twin Voyager 1 and 2 spacecraft are exploring where nothing from Earth has flown before. Continuing on their more-than-39-year journey since their 1977 launches, they each are much farther away from Earth and the sun than Pluto.</p>",234,"The twin voyager 1 and 2 are investigating where nothing from earth has flown some time recently. Proceeding on their over 39-year travel since their 1977 dispatches, they each are substantially more distant far from Earth and the Sun than Pluto.",234
Approved,"<p>The twin Voyager 1 and 2 spacecraft are exploring where nothing from Earth has flown before. Continuing on their more-than-39-year journey since their 1977 launches, they each are much farther away from Earth and the sun than Pluto.</p>",234,"The twin spacecraft, Voyager 1 and 2, are exploring where nothing originating from earth has been before. Since their launch in 1977, the spacecraft have made an over-39-year journey which has taken them further than the distance between the sun and Pluto.",234
Approved,<p>The identical Voyager spacecraft are three-axis stabilized systems that use celestial or gyro referenced attitude control to maintain pointing of the high-gain antennas toward Earth.</p>,235,"Tri-axial stabilization systems, utilizing celestial or gyro-referencing altitude technology, ensures the Voyager spaceship's high-gain aerials are continually directed towards Earth.",235
Approved,<p>The identical Voyager spacecraft are three-axis stabilized systems that use celestial or gyro referenced attitude control to maintain pointing of the high-gain antennas toward Earth.</p>,235,The indistinguishable voyager shuttle are three-hub balanced out frameworks that utilization heavenly or gyro referenced state of mind control to keep up pointing of the high-pick up receiving the wires towards earth,235
Approved,"<p>The USS Voyager (NCC-74656) was a 24th century Federation Intrepid-class starship operated by Starfleet. The vessel was famous for completing a non-scheduled seven-year journey across the Delta Quadrant between 2371 and 2378, which was the first successful exploration of that quadrant by the Federation.</p>",236,"In the year 2371 and 2378, the USS Voyager (NCC-74656) operated by Starfleet, was the first successful Federation Intrepid-class starship to complete a non-scheduled seven-year journey across the Delta Quadrant.",236
Approved,"<p>The USS Voyager (NCC-74656) was a 24th century Federation Intrepid-class starship operated by Starfleet. The vessel was famous for completing a non-scheduled seven-year journey across the Delta Quadrant between 2371 and 2378, which was the first successful exploration of that quadrant by the Federation.</p>",236,"A 24th century Federation starship vessel is the USS Voyager. The ship is known for achieving a voyage that lasted up to 7 years. The ship traversed across the Delta Quadrant in the 2370's, it was extremely effective in the findings of the federation at the time.",236
Approved,<p>Logitech G Pro Mechanical Gaming keyboard review. Logitech built a new compact mechanical keyboard for pro eSports athletes with loads of speed and customization features.</p>,237,Logitech G Pro Mechanical Gaming keyboard comments. Logitech constructed a fresh compact mechanical keyboard for pro electronic sports athletes with lots of speed and customize attributes.,237
Approved,<p>Logitech G Pro Mechanical Gaming keyboard review. Logitech built a new compact mechanical keyboard for pro eSports athletes with loads of speed and customization features.</p>,237,This review is for the Logitech G Pro Mechanical Gaming Keyboard.  This new keyboard is designed with loads of speed and customization features for professional eSports athletes.,237
Approved,"<p>Designed for beginners and intermediate musicians, the versatile Casio CTK-4400 61-Key Portable Keyboard is an excellent and affordable choice for practice and development.</p>",238,The Casio CTK-4400 61-Key Portable Keyboard is a cheap and best keyboard for beginners and intermediate musicians to learn keyboard.,238
Approved,"<p>Designed for beginners and intermediate musicians, the versatile Casio CTK-4400 61-Key Portable Keyboard is an excellent and affordable choice for practice and development.</p>",238,"Prepared for entry level and experienced people that are interested in music, the Casio CTK-4400 61-Key Portable Keyboard has many functions and is highly recommended and inexpensive. It can be used to enhance keyboarding skills.",238
Approved,"<p>The MX Silent switches in this Cherry-branded, retro-styled keyboard are much quieter than others we've tried, but its oversize plastic frame and meager feature set make the asking price much too high.</p>",239,"If you're looking for a quiet keyboard the MX silent switches in this keyboard do not disappoint, however it is too large and under-featured to make it worth its price.",239
Approved,"<p>The MX Silent switches in this Cherry-branded, retro-styled keyboard are much quieter than others we've tried, but its oversize plastic frame and meager feature set make the asking price much too high.</p>",239,"This Cherry branded keyboard has a retro style, and has MX Silent switches. They keyboard is quieter than many others but is too big. It has a plastic frame and not the nicest for the high price.",239
Approved,"<p>Afghanistan has been the centre of many powerful empires for the past 2,000 years. However, in the last 30 years the country has been in chaos due to major wars -- from the Soviet invasion of 1979 to their withdrawal in 1989 and from warlordism to the removal of the Taliban in 2001 and the ensuing American and NATO invasion.</p>",240,"For two millennia, Afghanistan has been the centre of several powerful empires. In the last three decades, however, the nation has been in turmoil due to extreme wars involving the Soviet union, the Taliban, and NATO.",240
Approved,"<p>Afghanistan has been the centre of many powerful empires for the past 2,000 years. However, in the last 30 years the country has been in chaos due to major wars -- from the Soviet invasion of 1979 to their withdrawal in 1989 and from warlordism to the removal of the Taliban in 2001 and the ensuing American and NATO invasion.</p>",240,"During the past 2 millenia, afghanistan has been the central point of man a powerful empire, but in the recent past few decades, the country has been home to much strife and war. From the soviet invasion of the late 70s to the Taliban removal of 2001, it has been in a constant turmoil.",240
Approved,"<p>July 5, 2017 • A bipartisan delegation of senators are in Afghanistan, calling for a new strategy from the Trump administration to address Taliban insurgency and define the U.S. role in the country.</p>",241,"On 7/5/17, a new strategy from the Trump administration is being called for by a bipartisan delegation of senators in Afghanistan. The new strategy is being asked to define the U.S. role in the country and address Taliban insurgency.",241
Approved,"<p>July 5, 2017 • A bipartisan delegation of senators are in Afghanistan, calling for a new strategy from the Trump administration to address Taliban insurgency and define the U.S. role in the country.</p>",241,"On July 5, 2017 a bipartisan group of senators ask for a new strategy for the Trump Administration to determine the role of the U.S. in Afghanistan and address the Taliban insurgency.",241
Approved,"<p>USAID is helping Afghanistan become a more responsible and integrated member of the region and the world. Great strides have been made in health and education, bringing more Afghans back into economic and civic life.</p>",242,"USAID is assisting Afghanistan in becoming a more liable and integrated member of the region and the world. Great steps have been made in health and education, bringing more Afghans back into the financial and public life.",242
Approved,"<p>USAID is helping Afghanistan become a more responsible and integrated member of the region and the world. Great strides have been made in health and education, bringing more Afghans back into economic and civic life.</p>",242,Afghanistan is being helped out for the added responsibility and integral member of the region as well as in the world by USAID. To bring Afghanistan into the progression of economic and social life great leap is being made.,242
Approved,"<p>A synovial joint, also known as diarthrosis, joins bones with a fibrous joint capsule that is continuous with the periosteum of the joined bones, constitutes the outer boundary of a synovial cavity, and surrounds the bones' articulating surfaces. The synovial cavity/joint is filled with synovial fluid.</p>",243,"Diarthrosis, or more commonly known as the synovial joint, connects with the bone that has a fibrous joint capsule, continuous and aligned with the periosteum of the connected bones, constituting the outer boundary of a synovial cavity and also surrounds the bones' articular cartilage. The synovial cavity/joint contains a synovial fluid.",243
Approved,"<p>A synovial joint, also known as diarthrosis, joins bones with a fibrous joint capsule that is continuous with the periosteum of the joined bones, constitutes the outer boundary of a synovial cavity, and surrounds the bones' articulating surfaces. The synovial cavity/joint is filled with synovial fluid.</p>",243,"The diarthrosis, also known as the synovial joint, is filled with synovial fluid, and is composed of the outer boundary of the synovial cavity - surrounding the surfaces of the bone that make direct contact with other skeletal structures. the synovial joint connects bones with a fiber-rich joint capsule along with the periosteum of the joined bones.",243
Approved,"<p>Nature has solved this problem by dividing the skeleton into many bones and creating joints where the bones intersect. Joints, also known as articulations, are strong connections that join the bones, teeth, and cartilage of the body to one another.</p>",244,"This problem is solved by nature by making the skeleton in many bones and making joints where bones intersect. Joints , also called articulations are strong intersections that join bones, teeth and cartilage of the body to itself",244
Approved,"<p>Nature has solved this problem by dividing the skeleton into many bones and creating joints where the bones intersect. Joints, also known as articulations, are strong connections that join the bones, teeth, and cartilage of the body to one another.</p>",244,"Joints are nature's way of solving this problem. The skeleton is divided up into many bones.  Where they intersect, joints are created.  Also known as articulations, joints are strong connections of teeth, bones, and cartilage.",244
Approved,<p>My stupid pot head friend was driving off from this joint and he had that new joint by fiddy cent playing on the radio when the cops got behind. He gat pulled over at that joint where they sell cheesburgers and got searched.</p>,245,I know this kid who is a big marijuana user. One day he was driving while smoking a rolled marijuana cigarette and listening to rap music when he was stopped by the police at a burger restaurant and was searched.,245
Approved,<p>My stupid pot head friend was driving off from this joint and he had that new joint by fiddy cent playing on the radio when the cops got behind. He gat pulled over at that joint where they sell cheesburgers and got searched.</p>,245,"This idiot friend of mine who's always blazing up got pulled over at that cheeseburger spot after leaving this hangout, and the cops searched him. He had that new hit by fiddy playing when they came up behind him.",245
Approved,"<p>'In computing, memory refers to the computer hardware devices involved to store information for immediate use in a computer; it is synonymous with the term ''primary storage''.'</p>",246,"Memory in computing terminology means the hardware components which are used to store information for immediate use. It is the same as the term "" primary storage""",246
Approved,"<p>'In computing, memory refers to the computer hardware devices involved to store information for immediate use in a computer; it is synonymous with the term ''primary storage''.'</p>",246,"The word ""memory"" is synonymous with the term ""Primary storage"" in computing terms. Both refer to the hardware devices that are used to store information in a computer.",246
Approved,"<p>The complexity of memory. The mind is a diligent recorder, taking note of all that happens and storing data on it for retrieval later, right? Well actually, no.</p>",247,"There is always a difficulty in everyones memory,but still we are thinking it as a good recorder to recall,which actually is a false.",247
Approved,"<p>The complexity of memory. The mind is a diligent recorder, taking note of all that happens and storing data on it for retrieval later, right? Well actually, no.</p>",247,"The memory is complex.  The mind makes a record of all that happens and stores the data for retrieving later.  That's how we all see it, right?  Well, the answer is no.",247
Approved,"<p>Memories are made up of what you sense. Typically, when memory fails, it’s not because you forgot how to remember—it’s because your brain isn’t processing information very clearly.</p>",248,Your senses allow you to make memories. When you cant remember something it isn't because you forgot how to remember. What happens is your brain isn't processing information efficiently,248
Approved,"<p>Memories are made up of what you sense. Typically, when memory fails, it’s not because you forgot how to remember—it’s because your brain isn’t processing information very clearly.</p>",248,"The brain can fail you in many ways; in the case of memories it can be particularly concerning. Memories are a collection of things you have experienced. When you can't get to your memories, it is not because you have lost the ability to recall, it is because the brain isn't parsing the information well.",248
Approved,<p>Most of the Earth's seismic activity (volcanoes and earthquakes) occurs at the plate boundaries as they interact. The top layer of the Earth's surface is called the crust (it lies on top of the plates). Oceanic crust (the thin crust under the oceans) is thinner and denser than continental crust.</p>,249,"You may be surprised to know that most earth quakes and volcanic eruptions happen where the plate boundaries meet and rub against each other. The crust that is located beneath the ocean is much thinner and denser than the top layer of the earth, also known as the crust.",249
Approved,<p>Most of the Earth's seismic activity (volcanoes and earthquakes) occurs at the plate boundaries as they interact. The top layer of the Earth's surface is called the crust (it lies on top of the plates). Oceanic crust (the thin crust under the oceans) is thinner and denser than continental crust.</p>,249,"The boundaries between tectonic plates are where most volcanic and earthquake activity occurs. The earth's crust sits atop these plates, with the continental crust being thicker than the crust that lies under the world's oceans.",249
Approved,"<p>There are a few handfuls of major plates and dozens of smaller, or minor, plates. Six of the majors are named for the continents embedded within them, such as the North American, African, and Antarctic plates.</p>",250,"Major plates are outnumbered by minor plates, which are in the dozens and are smaller. Some of the majors, six to be exact are named for the continents that they contain. Some of these are the African, Antarctic, and North American plates.",250
Approved,"<p>There are a few handfuls of major plates and dozens of smaller, or minor, plates. Six of the majors are named for the continents embedded within them, such as the North American, African, and Antarctic plates.</p>",250,"There are a some major plates and smaller, or minor plates in a dozen. Continents are the name for the continents having with them, like the North American, African and Antarctic plates.",250
Approved,"<p>In areas of collision between oceanic and continental lithospheric plates such as the circum-Pacific region, the denser oceanic plate is subducted (carried into Earth’s mantle) beneath the more buoyant continental lithosphere.</p>",251,"The continental lithosphere is a plate more buoyant compared to denser oceanic plate. Oceanic plate is subducted, ie., carried into Earth's mantle, under continental lithosphere when they collide. This happens in areas like circum-Pacific region.",251
Approved,"<p>In areas of collision between oceanic and continental lithospheric plates such as the circum-Pacific region, the denser oceanic plate is subducted (carried into Earth’s mantle) beneath the more buoyant continental lithosphere.</p>",251,"In areas like the circum-Pacific region, where collision between oceanic and continental lithospheric plates occur, the oceanic plate is transported into the mantle of Earth, just beneath the floating continental lithosphere.",251
Approved,"<p>From critically acclaimed storytelling and photography, to rich-media videos, full 360-degree experiences and virtual reality, we're able to not only tell the news, but allow you to be completely immersed in it.</p>",252,"We can tell you the news, and allow you to be immersed in it. It is critically acclaimed storytelling and photography. We have rich media videos, full 360 degree experiences, and virtual reality.",252
Approved,"<p>From critically acclaimed storytelling and photography, to rich-media videos, full 360-degree experiences and virtual reality, we're able to not only tell the news, but allow you to be completely immersed in it.</p>",252,"We want you to emerse yourself in everything. Whether it be critically acclaimed storytelling and photography, rich-media videos, 360-degrees experiences and virtual reality, we can tell the news.",252
Approved,"<p>This year’s Milwaukee Journal Sentinel a la Carte presented by Meijer, August 17 through August 20, features 26 area restaurants offering a variety of flavors that will leave you craving more, in addition to top national and local bands performing throughout the Zoo grounds!</p>",253,Meijer will be presenting this year's Milwaukee Journal Sentinel a la Carte . From August 17 to 20 it will feature 26 area restaurants which offer an array of flavors that will leave you yearning for more. In addition to it top national and local bands will also be performing on the whole zoo grounds,253
Approved,"<p>This year’s Milwaukee Journal Sentinel a la Carte presented by Meijer, August 17 through August 20, features 26 area restaurants offering a variety of flavors that will leave you craving more, in addition to top national and local bands performing throughout the Zoo grounds!</p>",253,"The 17th through the 20th of August the Milwaukee Journal Sentinel a la Carte will be presented by Meijer. The event will feature 26 restaurants from the area offering a mix of menu items. Also, the Zoo will have local and national bands performing.",253
Approved,"<p>Notes: The Milwaukee Journal Sentinel is a daily morning broadsheet printed in Milwaukee, Wisconsin. It is the primary newspaper in Milwaukee, the largest newspaper in Wisconsin and is distributed widely throughout the state.</p>",254,The most circulated newspaper in Wisconsin is a broadsheet known as the Milwaukee Journal Sentinel. It is printed daily for morning distribution. It is the lead newspaper for Milwaukee and is read all over the state.,254
Approved,"<p>Notes: The Milwaukee Journal Sentinel is a daily morning broadsheet printed in Milwaukee, Wisconsin. It is the primary newspaper in Milwaukee, the largest newspaper in Wisconsin and is distributed widely throughout the state.</p>",254,"Printed in Milwaukee, Wisconsin, the Milwaukee Journal Sentinel is a daily morning broadsheet. In addition to being the primary newspaper in Milwaukee, it is the largest newspaper in Wisconsin. As such, it is widely distributed across the state.",254
Approved,<p>How far away is the closest bart station from the Andrews Hotel. The Andrews is located at 624 Post St. We will be staying at the Andrews and would like to take the bart from sfo.</p>,255,"The Andrews Hotel is located at 624 Post St. that we will be staying. How far is the bart station from the Andrews Hotel, as we will be taking the bart from sfo.",255
Approved,<p>How far away is the closest bart station from the Andrews Hotel. The Andrews is located at 624 Post St. We will be staying at the Andrews and would like to take the bart from sfo.</p>,255,It's take us much time to get to the closest bart station from Andrews Hotel. That hotel locates at 624 post ST. We will be staying there and would like to take the bart from sfo.,255
Approved,"<p>Bay Area Rapid Transit (BART) is a transit system that serves the San Francisco Bay Area, connecting San Francisco International Airport and San Francisco with the East Bay communities between Richmond, Fremont, Dublin/Pleasanton and Pittsburg/Bay Point.</p>",256,"San Francisco and surrounding East Bay communities of Richmond, Pittsburg/Bay Point, Dublin/Pleasanton, and Fremont, as well as San Francisco International airport, Share the transit system Bay Area Rapid Transit (BART).",256
Approved,"<p>Bay Area Rapid Transit (BART) is a transit system that serves the San Francisco Bay Area, connecting San Francisco International Airport and San Francisco with the East Bay communities between Richmond, Fremont, Dublin/Pleasanton and Pittsburg/Bay Point.</p>",256,"Richmond, Fremont, Dublin/Pleasanton and Pittsburg/Bay Point are all connected via the BART (Bay Area Rapid Transit) transit system that serves San Francisco Bay area. They all are connected via the airport.",256
Approved,"<p>Daisy Barringer is Thrillist's SF Editor. Her Oakland friends wish she'd take BART more and now that this map exists, she just might do that.</p>",257,"Daisy Barringer is the SF Editor for Thrillist. Her friends in oakland wish she'd take BART more and because now this map exists , she might just take it .",257
Approved,"<p>Daisy Barringer is Thrillist's SF Editor. Her Oakland friends wish she'd take BART more and now that this map exists, she just might do that.</p>",257,Thrillist's SF editor Daisy Barringer has been encouraged to take BART by her Oakland friends.  With availability of this map she is more likely to try it.,257
Approved,"<p>No one person invented music. Many people think music was not invented at all, but discovered! In history, music has been around as long as the first humans existed on earth.</p>",258,"Music wasn't created by a single person. In fact, a good number of people think that music was stumbled upon, rather than created. Throughout the written and oral record and ever since humans have been around , music has been a part of our lives.",258
Approved,"<p>No one person invented music. Many people think music was not invented at all, but discovered! In history, music has been around as long as the first humans existed on earth.</p>",258,"Music was not invented by a single person . According to many people it was not invented at all , but discovered. If you see history you will find there has been music as long as humans have existed",258
Approved,"<p>In his own way Don Gillis brought the classical repertoire to millions of Americans. He was the producer for the NBC Symphony Orchestra during the long tenure of Arturo Toscanini, helping to broadcast hundreds of symphonic and operatic performances on radio and television (today you can buy an enormous, 85-disc box set of the complete recordings of Toscanini on RCA/Victor Records which including many with the NBC Symphony Orchestra).</p>",259,"As the producer of the NBC Symphony Orchestra, Don Gillis brought the classical repertoire to millions of Americans.  He broadcast numerous symphonic and operatic performances on both radio and television during the long tenure of Arturo Toscanini.  In fact, you can even purchase the 85-disc box set of those complete recordings.  The NBC Symphony Orchestra are featured prominently on the Toscanini set from RCA/Victor Records.",259
Approved,"<p>In his own way Don Gillis brought the classical repertoire to millions of Americans. He was the producer for the NBC Symphony Orchestra during the long tenure of Arturo Toscanini, helping to broadcast hundreds of symphonic and operatic performances on radio and television (today you can buy an enormous, 85-disc box set of the complete recordings of Toscanini on RCA/Victor Records which including many with the NBC Symphony Orchestra).</p>",259,"It's partly thanks to Don Gillis that we can still enjoy the symphonic and operatic virtuosity of Arturo Toscanini today. A substantial proportion of his repertoire is captured on RCA/Victor Records extensive 85 CD-set, which includes the radio and television broadcasts Gillis produced with him at the NBC Symphony Orchestra.",259
Approved,"<p>“It was medieval musicians who invented polyphony, the simultaneous sounding of two or more musical lines, hence harmonies. Just when this occurred is uncertain, but it was already well known when described in a manual published around 900.</p>",260,"Though it is not certain when the phenomenon started, the technique of polyphony, or simultaneous notes producing harmonies,  was created in the medieval times prior to the year 900.",260
Approved,"<p>“It was medieval musicians who invented polyphony, the simultaneous sounding of two or more musical lines, hence harmonies. Just when this occurred is uncertain, but it was already well known when described in a manual published around 900.</p>",260,"Harmonies were created by medieval musicians.  It is not certain when this occurred, but it was described in a manual published around 900.  By then, it was already well known. Harmonies, also known as polyphony, are simultaneously soundings of multiple musical lines.",260
Approved,<p>The area of the limb between the elbow and wrist is known as the forearm. Sometimes pain occurs in the region without affecting the upper arm or hand.</p>,261,The forearm is the area of the limb between the elbow and wrist. Sometimes pain in the region occurs without affecting the arm or hand.,261
Approved,<p>The area of the limb between the elbow and wrist is known as the forearm. Sometimes pain occurs in the region without affecting the upper arm or hand.</p>,261,Forearm is the one which is known as the limb between the elbow and wrist. Occationally pain starts in the region without affecting the upper arm or hand.,261
Approved,"<p>Hi, one of the main barriers to my surfing is not my cardio fitness - i never get out of breath - but pain in my forearm when trying to paddle out, or paddle for a wave; in fact, any sort of paddling.</p>",262,"Hi,my cardio fitness is not the main barrier to my surfing,I never get tierd out of it but the pain in my forearm whenever I try to paddle out or paddle for a wave in fact any kind of paddling is.",262
Approved,"<p>Hi, one of the main barriers to my surfing is not my cardio fitness - i never get out of breath - but pain in my forearm when trying to paddle out, or paddle for a wave; in fact, any sort of paddling.</p>",262,"The act of paddling for a wave or even paddling to get out on the water is the largest impediment to continuing to surf.  My forearm cannot take the physical abuse, even though I am otherwise in good shape and never lose my breath.",262
Approved,<p>I've had that in my upper arms. I feel fine when I go to bed but am awakened in the middle of the night with this aching pain that doesn't seem to relent.</p>,263,Sometimes when i wake up in the middle of the night I have an aching pain in my upper arms that wont give up. When I go to bed im fine.,263
Approved,<p>I've had that in my upper arms. I feel fine when I go to bed but am awakened in the middle of the night with this aching pain that doesn't seem to relent.</p>,263,"I have gotten that in my upper arms before. I'll feel fine when I go to bed, but I wake up in the middle of the night with a pain that won't go away.",263
Approved,<p>Obsessive-compulsive disorder (OCD) features a pattern of unreasonable thoughts and fears (obsessions) that lead you to do repetitive behaviors (compulsions).</p>,264,"Obsessive-compulsive disorder, commonly known as OCD, is made up of obsessions, which are worried thoughts with no basis in reality, and compulsions, which are actions done excessively in reponse to the thoughts.",264
