AssignmentStatus,WorkTimeInSeconds,Input.document,Input.case,Answer.answer
Approved,298,<p>Living in India can offer expats a taste of life in an exotic and diverse place. It is a bright and vibrant country with an eclectic mix of different cultures and people. </p>,140,"The benefits for those living in the India for the first time include a mixture of different cultures, ideas, vibrant colors, and foods that makes India a special place. These aspects will open up new opportunities and experiences to enjoy while living in India."
Approved,143,"<p>As I pen my answer, I am assuming this question is from the perspective of an 'Indian' looking for advantages of living in India over living in the US. Well, the answer is time and context sensitive. </p>",141,I can conjecture that the question I am now answering is from an Indian who is deciding if it is better to live in India instead of the US.  To respond to this question involves looking at the time as well as the full context.
Approved,150,"<p>As I pen my answer, I am assuming this question is from the perspective of an 'Indian' looking for advantages of living in India over living in the US. Well, the answer is time and context sensitive. </p>",141,"In thinking of how to answer this question, I am assuming it was asked from the perspective of an ""Indian"" person who is looking to learn of the pros/cons of living in India versus living in the US.  The answer is not an easy one, and is time consuming and sensitive to write."
Approved,88,"<p>The Sun is a tabloid newspaper published in the United Kingdom and Ireland. Since The Sun on Sunday was launched in February 2012, the paper has been a seven-day operation. </p>",142,"On February 2012, the tabloid The Sun, in Ireland and the United Kingdom, began publishing The Sun on Sunday, making it an every day of the week publication."
Approved,130,"<p>The Sun is a tabloid newspaper published in the United Kingdom and Ireland. Since The Sun on Sunday was launched in February 2012, the paper has been a seven-day operation. </p>",142,"The Sun was launched in February of 2012 as a tabloid newspaper. Since it's launch in 2012, The Sun has been in seven-day operation in the United Kingdom and Ireland."
Approved,202,"<p>The Sun is the star at the center of the Solar System. It is a nearly perfect sphere of hot plasma, with internal convective motion that generates a magnetic field via a dynamo process. </p>",143,"At the center of the solar system is the sun. it is nearly perfect sphere of real hot plasma, with inner convective motion that generates a magnetic field via dynamo process."
Approved,94,"<p>The Sun is the star at the center of the Solar System. It is a nearly perfect sphere of hot plasma, with internal convective motion that generates a magnetic field via a dynamo process. </p>",143,"In the middle of the Solar System is a star called the Sun.  The Sun is made of hot plasma, is perfectly spherical in shape, and generates a magnetic field through a dynamo process that comes from its internal convective motion."
Approved,66,"<p>Neil Percival Young, OC OM (born November 12, 1945), is a Canadian singer-songwriter, musician, producer, director and screenwriter. Young began performing in a group covering Shadows instrumentals in Canada in 1960. </p>",144,"A Canadian singer-songwriter, Neil Percival Young was born 12 November in 1945. He is also a musician, producer, director, and screenwriter who began perfrorming in Canada in 1960 with a group covering Shadows Instrumentals."
Approved,34,"<p>Neil Percival Young, OC OM (born November 12, 1945), is a Canadian singer-songwriter, musician, producer, director and screenwriter. Young began performing in a group covering Shadows instrumentals in Canada in 1960. </p>",144,Neil Percival Young was a canadian singer and songwriter. He also acted and directed. He started performing with a group that covered Shadows in 1960.
Approved,112,"<p>'Neil Young Will No Longer Host Bridge School Benefit Concert Artist cites ''personal reasons'' for bowing out after 30 years of event, which won't be held in 2017' </p>",145,"'Neil Young Will No Longer Host Bridge School Benefit Concert Artist bows out after 30 years of the event by claiming ""personal reasons."" The even won't be held in 2017'"
Approved,498,"<p>'Neil Young Will No Longer Host Bridge School Benefit Concert Artist cites ''personal reasons'' for bowing out after 30 years of event, which won't be held in 2017' </p>",145,"'Neil Young will not be doing the Bridge School Benefit Artist for ""private reasons"" after doing it for 30 years.  The event will not be held in 2017.'"
Approved,119,"<p>Kiwi is the nickname used internationally for people from New Zealand, as well as being a relatively common self-reference. The name derives from the kiwi, a flightless bird, which is native to—and the national symbol of—New Zealand. </p>",146,"Kiwis are a flightless bird living in New Zealand, and only New Zealand. The word Kiwi is also internationally accepted as the symbol of New Zealand and the word for people from New Zealand, even in self-reference."
Approved,149,"<p>Kiwi is the nickname used internationally for people from New Zealand, as well as being a relatively common self-reference. The name derives from the kiwi, a flightless bird, which is native to—and the national symbol of—New Zealand. </p>",146,"Kiwi is used throughout the world as a name for New Zealanders, and it is common for them to use this as a term for themselves.  The word comes from the name of a native flightless bird, the kiwi, which is the national symbol of New Zealand."
Approved,271,"<p>Kiwis are small fruits that pack a lot of flavor and plenty of health benefits. Their green flesh is sweet and tangy. It’s also full of nutrients like vitamin C, vitamin K, vitamin E, folate, and potassium. </p>",147,"Kiwis are small fruits that have a lot of flavour and health benefits.it is sweet and tangy
It is full of nutrients like vitamin C,K,E & potassium."
Approved,27,"<p>Kiwis are small fruits that pack a lot of flavor and plenty of health benefits. Their green flesh is sweet and tangy. It’s also full of nutrients like vitamin C, vitamin K, vitamin E, folate, and potassium. </p>",147,Kiwis are little fruits that are green on the inside and brown on the outside. They have a lot of vitamins and taste really bold.
Approved,125,"<p>A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud. </p>",148,"the definition of a tornado is when a column of air is quickly turning, and it is touching the earth and either a cumulonimbus cloud or the base of one, at the same time."
Approved,91,"<p>A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud. </p>",148,A quick rotating column of air that touches a cumolonimbus cloud and the earth is called a tornado. Seldomly a tornado can come from a cumulus cloud.
Approved,392,"<p>Tornadoes are nature’s most violent storms. Spawned from powerful thunderstorms, tornadoes can cause fatalities and devastate a neighborhood in seconds. </p>",149,Powerful thunderstorms often create tornadoes.  These tornadoes are very violet storms that result in destroying neighborhoods and loss of life.
Approved,96,"<p>Tornadoes are nature’s most violent storms. Spawned from powerful thunderstorms, tornadoes can cause fatalities and devastate a neighborhood in seconds. </p>",149,"Powerful thunderstorms can create natures most violent storm, the tornadoe. Tornadoes can cause deaths and destroy towns in seconds."
Approved,99,"<p>For the experienced gardener or the novice, raised garden beds take the hassle out of horticulture. Here are tips on planning, building, protecting and irrigating raised bed gardens.</p><p>Experienced gardeners use raised beds to sidestep a long list of gardening challenges. </p>",150,"For the avid gardener or the beginner, raised garden beds remove the hassle out of planting.  Here are some tips on building, planting, protecting and irrigating raised bed gardens.

Advanced gardeners use these garden beds to skip a long list of gardening tasks."
Approved,354,"<p>For the experienced gardener or the novice, raised garden beds take the hassle out of horticulture. Here are tips on planning, building, protecting and irrigating raised bed gardens.</p><p>Experienced gardeners use raised beds to sidestep a long list of gardening challenges. </p>",150,"Raised garden beds take the hassle out of horticulture for both experienced and begginer gardeners.
Next I'll provide some tips on planning, building, protecting and irrigating raised bed gardens.

Gardeners with most experience use raise beds to avoid several challenges that exist in gardening."
Approved,90,"<p>Raised beds take very little space, and can be built right over a concrete patio. Drainage in a raised bed is superior to that in an in-ground garden bed. </p>",151,"If you are trying to save space, raised beds do not take up much, and you can even put them over a concrete patio. Better yet, drainage in the system is better than one found in an in-ground garden bed."
Approved,55,"<p>Raised beds take very little space, and can be built right over a concrete patio. Drainage in a raised bed is superior to that in an in-ground garden bed. </p>",151,"Why should you use raised beds? It's simple, there are many benefits. They are efficient with space, and can be easily built over a small patio. It also has better drainage than the average garden."
Approved,96,"<p>The bobcat (Lynx rufus) is a North American cat that appeared during the Irvingtonian stage of around 1.8 million years ago (AEO). Containing 12 recognized subspecies, it ranges from southern Canada to central Mexico, including most of the contiguous United States. </p>",152,"The North American bobcat, scientifically known as the Lynx rufus, has 12 different subspecies. It habitates from lower Canada all the way to mid Mexico and occupies most of the continental USA. The species first appeared 1.8 million years ago during the Irvingtonian stage of evolution."
Approved,732,"<p>The bobcat (Lynx rufus) is a North American cat that appeared during the Irvingtonian stage of around 1.8 million years ago (AEO). Containing 12 recognized subspecies, it ranges from southern Canada to central Mexico, including most of the contiguous United States. </p>",152,The bobcat lives in North America and is almost 2 million years old. There are 12 different kind.
Approved,117,"<p>The most common wildcat in North America, the bobcat is named for its short, bobbed tail. They are medium-sized cats and are slightly smaller but similar in appearance to their cousin, the lynx. </p>",153,"Two wildcats that may get confused in North America as they are both medium sized, are the bobcat and the lynx.  While they may look similar, the lynx is slightly larger.  The bobcat is named so for it's short, bobbed tail."
Approved,140,"<p>The most common wildcat in North America, the bobcat is named for its short, bobbed tail. They are medium-sized cats and are slightly smaller but similar in appearance to their cousin, the lynx. </p>",153,"Bobcat is the most common wildcat in North America , which is named for its short, bobbed tail. The bobcat is a medium sized cat and they are slightly smaller but similar in appearance with their close relative , the lynx."
Approved,299,"<p>Dieting is the practice of eating food in a regulated and supervised fashion to decrease, maintain, or increase body weight. In other words, it is conscious control or restriction of the diet. </p>",154,"Dieting is is a way of consciously controlling  your food intake in a concise way to either decrease, maintain, or increase your body weight."
Approved,73,"<p>Dieting is the practice of eating food in a regulated and supervised fashion to decrease, maintain, or increase body weight. In other words, it is conscious control or restriction of the diet. </p>",154,"Dieting is the practice of regulating food intake to decrease, maintain, or increase body weight. It is a conscious control or restriction of the diet."
Approved,284,"<p>'If you only need to maintain your current weight, shaving 100 calories a day is enough to avoid the extra 1-2 pounds most adults gain each year. Adopt one or more of these simple, painless strategies to help lose weight without going on a ''diet'': Eat Breakfast Every Day.' </p>",155,"Avoiding the extra 1-2 pounds a year that most adults know very well and maintening your current weight is a simple matter of simple and painless rules. All that without going on a diet. In order to loose 100 calories a day, start  by eating breakfast every morning."
Approved,369,"<p>'If you only need to maintain your current weight, shaving 100 calories a day is enough to avoid the extra 1-2 pounds most adults gain each year. Adopt one or more of these simple, painless strategies to help lose weight without going on a ''diet'': Eat Breakfast Every Day.' </p>",155,"To avoid gaining weight, you can prevent the standard weight gain that most adults face of around 1-2 pounds per year. If you eat 100 calories less per day, it will help. There are more strategies, but one that people seem to find helpful is to eat breakfast every day."
Approved,220,"<p>The Voyager program is a continuing American scientific program that employs two robotic probes, Voyager 1 and Voyager 2, to study the outer Solar System. </p>",156,The space program Voyager is an scientific American program that uses two robotic exploration vehicles.  The vehicles used are Voyager 1 and Voyager 2.  The purpose of these probes are to investigate the farthest reaches of the Solar System.
Approved,119,"<p>The Voyager program is a continuing American scientific program that employs two robotic probes, Voyager 1 and Voyager 2, to study the outer Solar System. </p>",156,"One ongoing American scientific venture is the Voyager program.  It entails using two robotic probes, along with Voyager 1 and Voyager 2, to research and study the outer Solar System."
Approved,39,"<p>Star Trek: Voyager aired on UPN and was the network's second-longest running series. The series consists of 172 episodes 45 minutes in length; however on its first run the pilot was a single, 1½-hour show that was later split in two for syndication; There are a number of other feature length paired episodes that reduce the number of separate showings, such as on a streaming service. </p>",157,UPN showed Star Trek: Voyager. It's been on longer than almost anything on the network. There are 172 episodes you can watch on tv or their streaming service.
Approved,342,"<p>Star Trek: Voyager aired on UPN and was the network's second-longest running series. The series consists of 172 episodes 45 minutes in length; however on its first run the pilot was a single, 1½-hour show that was later split in two for syndication; There are a number of other feature length paired episodes that reduce the number of separate showings, such as on a streaming service. </p>",157,"A series that ran 172 episodes each running for 45 minutes went by the name: Star Trek: Voyager. The first episode that was ran, known as the pilot, originally was one episode and ran for an hour and a half, but was later split into two episodes. Other featured length episodes were matched up to reduce the amount of showings, for example when being shown on a streaming service."
Approved,92,"<p>Whether you're working or playing, your keyboard is an integral part of your desktop setup. Our buying advice and top-rated reviews will help you find a keyboard you'll love. </p>",158,The keyboard is the most integral part of any PC setup whether for work or play. Our expert advice and top-rated reviews will expedite your search for the perfect keyboard.
Approved,234,"<p>Whether you're working or playing, your keyboard is an integral part of your desktop setup. Our buying advice and top-rated reviews will help you find a keyboard you'll love. </p>",158,"A keyboard is an important part of your computer layout, whether you're working or just messing around on your off time.  By following our advice and consulting our well-regarded reviews, you'll be able to find a keyboard that you'll fall in love with."
Approved,711,"<p>The Brydge 12.3 keyboard makes the Surface Pro easier to balance on your lap and offers a good typing experience, but its weak build quality leaves much to be desired. </p>",159,The brydge 12.3 keyboard is easy to use and comfortable for your lap .it makes good typing speed .its build quality leaves much to be desired.
Approved,349,"<p>The Brydge 12.3 keyboard makes the Surface Pro easier to balance on your lap and offers a good typing experience, but its weak build quality leaves much to be desired. </p>",159,"Although the Surface Pro, when used with the Brydge 12.3 Keyboard, is easier balanced and offers the user an excellent typing experience, the lack of quality in the build leaves the user sorely disappointed."
Approved,381,"<p>Afghanistan, officially the Islamic Republic of Afghanistan, is a landlocked country located within South Asia and Central Asia. It has a population of 33 million, making it the 42nd most populous country in the world. </p>",160,Afghanistan is the world's 42nd most populated countries with about 33 million citizens. The official name of this country positioned in South Asia and Central Asia and entirely surrounded by land is the Islamic Republic of Afghanistan.
Approved,432,"<p>Afghanistan, officially the Islamic Republic of Afghanistan, is a landlocked country located within South Asia and Central Asia. It has a population of 33 million, making it the 42nd most populous country in the world. </p>",160,Afghanistan is in South and Central Asia. THere are 33 million people that live there.
Approved,234,"<p>Fighting between the Taliban and government forces in Afghanistan continues to have a devastating impact on civilians, particularly children. Thousands of civilians were killed and injured in 2016 in insurgent suicide and improvised explosive device (IED) attacks, while indiscriminate aerial and mortar attacks by government forces added to the civilian toll. </p>",161,"The Afghani war between the Taliban and government has a devastating effect of its civilians, specifically its children.  In 2016 thousands have been killed or injuried by terrorist suicides or improvised explosive devices (IED.)  Indescriminate government air and mortar attacks also increase to the tally of civilian losses."
Approved,192,"<p>Fighting between the Taliban and government forces in Afghanistan continues to have a devastating impact on civilians, particularly children. Thousands of civilians were killed and injured in 2016 in insurgent suicide and improvised explosive device (IED) attacks, while indiscriminate aerial and mortar attacks by government forces added to the civilian toll. </p>",161,The Taliban and government forces are fighting in Afghanistan and it is impacting civilians greatly. Thousands of people get killed from IED and suicide bombing attacks.
Approved,23,<p>A joint or articulation (or articular surface) is the connection made between bones in the body which link the skeletal system into a functional whole. They are constructed to allow for different degrees and types of movement. </p>,162,The connection between bones in the body is a joint or articulation. They let you move in different ways.
Approved,188,<p>A joint or articulation (or articular surface) is the connection made between bones in the body which link the skeletal system into a functional whole. They are constructed to allow for different degrees and types of movement. </p>,162,In order to enjoy the freedom of mobility our body has to offer we need to thank our articulations. They link the skeletal system by making a connection between the bones.
Approved,114,"<p>A joint or spliff, is a rolled marijuana cigarette. Unlike commercial tobacco cigarettes, joints are ordinarily hand-rolled by the user with rolling papers, though in some cases they are machine-rolled. </p>",163,"A rolled marijuana cigarette is known as a joint or spliff. The difference between mass market cigarettes and joints is that generally joints are rolled by hand. In some case, however they can be machine rolled."
Approved,225,"<p>A joint or spliff, is a rolled marijuana cigarette. Unlike commercial tobacco cigarettes, joints are ordinarily hand-rolled by the user with rolling papers, though in some cases they are machine-rolled. </p>",163,"Marijuana cigarettes are sometimes called joints or spliffs. Joints are usually hand rolled by the user using rolling papers, or are sometimes machine rolled, unlike commercial tobacco cigarettes."
Approved,186,"<p>Memory is the faculty of the mind by which information is encoded, stored, and retrieved. Memory is vital to experiences and related to limbic systems, it is the retention of information over time for the purpose of influencing future action. </p>",164,You need memory in order to know what to do in the future.  Your memory is your brain's ability to store and retreive information.  Without it you may not know what to do in a serious situation. It is part of the limbic system in your brain.
Approved,623,"<p>Memory is the faculty of the mind by which information is encoded, stored, and retrieved. Memory is vital to experiences and related to limbic systems, it is the retention of information over time for the purpose of influencing future action. </p>",164,"In order to define what memory is, I will use these three terms: encoding, storage and retrieval. Each of these are essential if one is to remember events, experiences, and to feel emotions. We know that we need to be able to keep information for our present and future use."
Approved,81,"<p>Memory is the sum total of what we remember, and gives us the capability to learn and adapt from previous experiences as well as to build relationships. It is the ability to remember past experiences, and the power or process of recalling to mind previously learned facts, experiences, impressions, skills and habits. </p>",165,"Something that gives us the capability to learn and adapt from the past is memory, or what we remember. By remembering past experiences, we can recall impressions, skills, habits, and previously learned facts."
Approved,649,"<p>Memory is the sum total of what we remember, and gives us the capability to learn and adapt from previous experiences as well as to build relationships. It is the ability to remember past experiences, and the power or process of recalling to mind previously learned facts, experiences, impressions, skills and habits. </p>",165,Memory is what we remember and also how we use the past to react to things.
Approved,249,"<p>The lithosphere, which is the rigid outermost shell of a planet (the crust and upper mantle), is broken up into tectonic plates. The Earth's lithosphere is composed of seven or eight major plates (depending on how they are defined) and many minor plates. </p>",166,"The lithosphere is the hard outer shell of the Earth, specifically the crust and upper mantle, is separated into tectonic plates.  The Earth's lithosphere is made up of 7-8 major tectonic plates, depending on how those larger plates are defined, and a multitude of minor plates."
Approved,127,"<p>The lithosphere, which is the rigid outermost shell of a planet (the crust and upper mantle), is broken up into tectonic plates. The Earth's lithosphere is composed of seven or eight major plates (depending on how they are defined) and many minor plates. </p>",166,The Earth's lithosphere is made up of seven to eight tectonic plates. It is also made up of a large number of minor plates. The lithosphere is defined as the crust and upper mantle of a planet. This is the solid outer portion of a planet.
Approved,100,"<p>The African Plate is a major tectonic plate straddling the equator as well as the prime meridian. It includes much of the continent of Africa, as well as oceanic crust which lies between the continent and various surrounding ocean ridges. </p>",167,"There is a large tectonic plate covering the equator and the prime meridian known as the African Plate. This covers the oceanic crust surrounding africa as well as much of the continent itself, stretching out to various ocean ridges."
Approved,211,"<p>The African Plate is a major tectonic plate straddling the equator as well as the prime meridian. It includes much of the continent of Africa, as well as oceanic crust which lies between the continent and various surrounding ocean ridges. </p>",167,"Spanning much of the African continent, the African Plate is a major tectonic plate that straddles both the prime meridian and the equator. In addition to the continental landmass, the plate also includes oceanic crust. This crust lies between a variety of ocean ridges and the continent."
Approved,104,"<p>The Milwaukee Journal Sentinel is a daily morning broadsheet printed in Milwaukee, Wisconsin. It is the primary newspaper in Milwaukee, the largest newspaper in Wisconsin and is distributed widely throughout the state. </p>",168,The main newspaper for Milwaukee Wisconsin is the Milwaukee Journal Sentinel and appears every morning. It's also the largest newspaper in the state.
Approved,24,"<p>The Milwaukee Journal Sentinel is a daily morning broadsheet printed in Milwaukee, Wisconsin. It is the primary newspaper in Milwaukee, the largest newspaper in Wisconsin and is distributed widely throughout the state. </p>",168,"The Milwaukee Journal Sentinel is printed every morning in Milwaukee, Wisconsin. It's the biggest paper in Wisconsin."
Approved,229,<p>THE MILWAUKEE JOURNAL SENTINEL SPORTS SHOW “Tradition.” It’s more than a word. Tradition has been a part of the Milwaukee Journal Sentinel Sports Show since 1940. </p>,169,"The word ""Tradition"" has always meant more than words can describe to the Milwaukee Journal Sentinel Sports Show.  It has been part of the show since 1940 and will continue to be until the show ends and after the show ends."
Approved,708,<p>THE MILWAUKEE JOURNAL SENTINEL SPORTS SHOW “Tradition.” It’s more than a word. Tradition has been a part of the Milwaukee Journal Sentinel Sports Show since 1940. </p>,169,"As far back as the year 1940, the Milwaukee Journal Sentinel Sports Show has placed high importance on customary practices."
Approved,130,"<p>Bay Area Rapid Transit (BART), is a public metro system serving the San Francisco Bay Area in California. The rapid transit elevated and subway system connects San Francisco with cities in Alameda, Contra Costa, and San Mateo counties.  </p>",170,"In the San Francisco Bay Area the public metro system is known as the Bay Area Rapid Transit (BART).  San Francisco is connected to Alameda, Contra Costa, and San Mateo counties using this rapid transit elevated subway system."
Approved,33,"<p>Bay Area Rapid Transit (BART), is a public metro system serving the San Francisco Bay Area in California. The rapid transit elevated and subway system connects San Francisco with cities in Alameda, Contra Costa, and San Mateo counties.  </p>",170,BARt is Bay Area Rapid Tranist and it serves the San Francisco Bay area. It is subways and an elevated system in three different counties.
Approved,35,"<p>The San Francisco BART is fast and convenient although, from a tourist's point of view, it is not as interesting as the cable car or the bus. It is especially useful for getting to the airport. </p>",171,The san francisco bart is not as intriguing as the cable car but it is useful and fast.
Approved,108,"<p>The San Francisco BART is fast and convenient although, from a tourist's point of view, it is not as interesting as the cable car or the bus. It is especially useful for getting to the airport. </p>",171,"The San Francisco BART is especially useful for getting to the airport. The cable car and bus are more interesting from a tourist's point of view, but the San Francisco BART is fast and convenient."
Approved,206,"<p>Music predates recorded history, so it is impossible to say where and when it was first performed. However, there are archaeological records that indicate virtually all prehistoric societies developed musical instruments and had some capacity to play music. </p>",172,"Music came long before it was recorded, therefore it is hard to say the exact time and place it first began. Some archaeological records show that almost all prehistoric societies used some form of musical instruments to play music."
Approved,284,"<p>Music predates recorded history, so it is impossible to say where and when it was first performed. However, there are archaeological records that indicate virtually all prehistoric societies developed musical instruments and had some capacity to play music. </p>",172,"it is impossible to say when or where is music was first performed because it predates recorded history, but there are scientifical evidence that all prehistoric civilizations had some way to play music with his owns instruments"
Approved,31,"<p>Music is found in every known culture, past and present, varying widely between times and places.</p><p>Consequently, music may have been in existence for at least 55,000 years and the first music may have been invented in Africa and then evolved to become a fundamental constituent of human life. </p>",173,"Music is present in every civilization. It might even be 55,000 years old, starting in Africa. It's important to every society."
Approved,202,"<p>Music is found in every known culture, past and present, varying widely between times and places.</p><p>Consequently, music may have been in existence for at least 55,000 years and the first music may have been invented in Africa and then evolved to become a fundamental constituent of human life. </p>",173,"When you consider all cultures both old and new, there may seem like there are few similarities. However, music is something that you can discover in all cultures regardless of the time period or the location.

Nobody can say for sure when music was created, but it could be more than 550 centuries ago.  As humans evolved, so did music. Music has become an essential part of many cultures after its likely origination in Africa."
Approved,101,"<p>Forearm pain is any discomfort, soreness or pain in the part of the arm lying between the elbow and wrist. It may occur on its own or be present with arm pain as a whole, elbow pain, wrist pain, hand and finger pain. </p>",174,"Any discomfort in the part of the arm lying between the elbow and wrist, including soreness or pain, is referred to as forearm pain. It may be present with arm pain, elbow pain, hand and finger pain, wrist pain or just occur on its own."
Approved,406,"<p>Forearm pain is any discomfort, soreness or pain in the part of the arm lying between the elbow and wrist. It may occur on its own or be present with arm pain as a whole, elbow pain, wrist pain, hand and finger pain. </p>",174,Pain in the forearm means any pain between the elbow and wrist. It might be on its own or it might be part of more pain in the arm.
Approved,679,"<p>Wrist and/or forearm pain, numbness, tingling, and/or weakness can be caused many things. These include but are not limited to: falls, overuse, non-ergonomic work stations, underlying medical conditions such as diabetes, thyroid disease, and arthritis, awkward positions and postures, and certain activities and sports. </p>",175,"Wrist/Forearm pain, numbness, prickly-feelings, or weakness can be from a number of things.  These can be from, but aren't limited to: falling, using them too much, poorly designed work stations, awkward positions, bad posture, certain activities or sports, and underlying medical problems such as diabetes, thyroid disease, and arthritis."
Approved,641,"<p>Wrist and/or forearm pain, numbness, tingling, and/or weakness can be caused many things. These include but are not limited to: falls, overuse, non-ergonomic work stations, underlying medical conditions such as diabetes, thyroid disease, and arthritis, awkward positions and postures, and certain activities and sports. </p>",175,"Having pain in your wrist or forearm can mean a lot of things. You might have fallen, used it too much, have diabetes, bad posture, or arthritis."
Approved,180,"<p>'Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ''rituals''), or have certain thoughts repeatedly.' </p>",176,"Obsessive-compulsive disorder, or in short ""OCD', is a mental disability in which individuals are driven by the urge to constantly examine things, fall into a extremely repetitive routines, or have specific recurring thoughts. These routines or urges are referred to as ""rituals""."
Approved,328,"<p>'Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ''rituals''), or have certain thoughts repeatedly.' </p>",176,Obessive -compulsive disorder is a mental disorder where people check things repeatedly and perform certain routines and thoughts repeatedly.
Approved,60,"<p>Obsessive-compulsive disorder (OCD) is an anxiety disorder in which time people have recurring, unwanted thoughts, ideas or sensations (obsessions) that make them feel driven to do something repetitively (compulsions). </p>",177,"People with OCD (an anxiety disorder) experience recurring obsessions, intrusive thoughts and feelings and are driven to do reptetive tasks."
Approved,186,"<p>Obsessive-compulsive disorder (OCD) is an anxiety disorder in which time people have recurring, unwanted thoughts, ideas or sensations (obsessions) that make them feel driven to do something repetitively (compulsions). </p>",177,OCD is obsessive-compulsive disorder and it's anxiety where people have thoughts they don't want and they feel pushed to do something repetivitely.
Approved,172,"<p>1965 MGB to FiA Appendix K Specification with period race modifications. Very similar to the cars that raced in the 1960s. Specially tuned MGBs (including some with aluminium panels) were successful in international road competition events, scoring a Grand Touring category victory in the 1965 Monte Carlo Rally. </p>",178,"FiA Appendix K Specification were given race modifications in 1965 by MGB. These cars were very similar to the cars that raced in the 1960s. Some MGBs made use of aluminum panels, to reduce weight, and began winning international racing events, also known as the Grand Touring category in the 1965 Monte Carlo Rally."
Approved,366,"<p>1965 MGB to FiA Appendix K Specification with period race modifications. Very similar to the cars that raced in the 1960s. Specially tuned MGBs (including some with aluminium panels) were successful in international road competition events, scoring a Grand Touring category victory in the 1965 Monte Carlo Rally. </p>",178,"The 1965 MGB to FiA Appendix K specifications were very similar to the cars that raced in the 1960's, with period race modifications. The MGBs were specially made to include aluminum panels and were  successful at the international road competetions. They scored a Grand Touring and 1965 Monte Carlo Rally victory."
Approved,35,"<p>Manufactured from 1962 to 1980 by the British Motor Corporation and later British Leyland, the MGB is considered by many to be the ideal English sports car. </p>",179,The British Motor Corporation made the MGB from 1962 until 1980. Then Leyland took it over. It's a fun sports car.
Approved,308,"<p>Manufactured from 1962 to 1980 by the British Motor Corporation and later British Leyland, the MGB is considered by many to be the ideal English sports car. </p>",179,The MGB was crated by the British Motor Corporation (and later the British Leyland) and manufactured between 1962 - 1980. It was considered to be the best English sports car by many people.
Approved,69,"<p>ER is an American medical drama television series created by novelist and medical doctor Michael Crichton that aired on NBC from September 19, 1994, to April 2, 2009, with a total of 331 episodes spanning over 15 seasons. </p>",180,"Micheal Crichton created the American medical drama TV show ER. It aired on NBC from September 19, 1994 to April 2, 2009 wth a total of 331 episodes."
Approved,14,"<p>ER is an American medical drama television series created by novelist and medical doctor Michael Crichton that aired on NBC from September 19, 1994, to April 2, 2009, with a total of 331 episodes spanning over 15 seasons. </p>",180,"American medical drama televisions series ER was created by medical doctor and novelist Michael Crichton. It aired between 19 September 1994 right up to 2 April 2009, with a grand total of 15 seasons consisting of 331 episodes."
Approved,188,"<p>'ER follows the medical personnel and patients in the emergency room of Chicago's fictional County General Hospital. Created by best-selling author Michael Crichton (''Jurassic Park'') and produced by John Wells (''The West Wing''), Christopher Chulack (''Third Watch''), David Zabel (''JAG''), and R. Scott Gemmill (''Jonny Zero''), the Emmy Award-winning series has completed fourteen seasons as one of television's highest-rated dramas.' </p>",181,"'ER pursues the medical professionals and patients in the emergency room of Chicago's fictitious County General Hospital.  Imagined and created by author Michael Crichton (""Jurassic Park"") and produced by John Wells (""The West Wing""), Christopher Chulack (""Third Watch""), David Zabel (""JAG"") and R. Scott Gemmill (""Johnny Zero""), the Emmy Award-winning show has finished fourteen seasons as one of the highest-rated television dramas.'"
Approved,618,"<p>'ER follows the medical personnel and patients in the emergency room of Chicago's fictional County General Hospital. Created by best-selling author Michael Crichton (''Jurassic Park'') and produced by John Wells (''The West Wing''), Christopher Chulack (''Third Watch''), David Zabel (''JAG''), and R. Scott Gemmill (''Jonny Zero''), the Emmy Award-winning series has completed fourteen seasons as one of television's highest-rated dramas.' </p>",181,"Set in County General Hospital, a fictional medical facility located in Chicago, Illinois, the television series ER covers the staff and patients of its busy emergency room. Author Michael Crichton, of ""Jurassic Park"" fame, and producers John Wells, Christopher Chulack, David Zabel and R. Scott Gemmill (known for ""The West Wing,"" ""Third Watch,"" ""JAG,"" and ""Jonny Zero"" respectively) have earned high ratings for this  Emmy Award-winning drama series, which has completed fourteen full seasons."
Approved,245,"<p>The Wall is the eleventh studio album by English rock band Pink Floyd. It was released as a double album on 30 November 1979, by Harvest Records in the United Kingdom and by Columbia Records in the United States. </p>",182,"England's Pink Floyd unleashed ""The Wall"" on November 30th, 1979 through Columbia Records in the U.S.A. and on Harvest Records in the U.K. The double album was the 11th studio release for the rock band."
Approved,154,"<p>The Wall is the eleventh studio album by English rock band Pink Floyd. It was released as a double album on 30 November 1979, by Harvest Records in the United Kingdom and by Columbia Records in the United States. </p>",182,"The Wall is a Pink Floyd album from 1979. It was released by two different music companies, Columbia Records in the U.S. and Harvest Records in the U.K. It was Pink Floyd's 11th record album."
