AssignmentStatus,WorkTimeInSeconds,Input.case,Input.query,Input.title,Input.link,Input.snippet_A,Input.snippet_B,Answer.better,Answer.case,Answer.query
Approved,28,55,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Michael Jacobs Productions along with Jim Henson Productions created a sitcom called Dinosaurs. This family friendly show ran from April 26, 1991 to July 20, 1994 and portrayed a family of dinosaurs living in modern times. The acting was done using puppets in association with Walt Disney and distributed through Buena Vista International, Inc.</p>","<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>",2,55|55,Dinosaurs
Approved,101,55,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Michael Jacobs Productions along with Jim Henson Productions created a sitcom called Dinosaurs. This family friendly show ran from April 26, 1991 to July 20, 1994 and portrayed a family of dinosaurs living in modern times. The acting was done using puppets in association with Walt Disney and distributed through Buena Vista International, Inc.</p>","<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>",b,55|55,Dinosaurs
Approved,26,55,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Michael Jacobs Productions along with Jim Henson Productions created a sitcom called Dinosaurs. This family friendly show ran from April 26, 1991 to July 20, 1994 and portrayed a family of dinosaurs living in modern times. The acting was done using puppets in association with Walt Disney and distributed through Buena Vista International, Inc.</p>","<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>",1,55|55,Dinosaurs
Approved,55,62,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>","<p>Based in Phoenix, Arizona, the Arizona Game and Fish Department is a state agency whose goals are to maintain and improve the wildlife and habitats of Arizona through potent programs of protection and management</p>",g,62|62,Arizona game and fish
Approved,67,62,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>","<p>Based in Phoenix, Arizona, the Arizona Game and Fish Department is a state agency whose goals are to maintain and improve the wildlife and habitats of Arizona through potent programs of protection and management</p>",1,62|62,Arizona game and fish
Approved,29,62,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>","<p>Based in Phoenix, Arizona, the Arizona Game and Fish Department is a state agency whose goals are to maintain and improve the wildlife and habitats of Arizona through potent programs of protection and management</p>",2,62|62,Arizona game and fish
Approved,17,62,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>","<p>Based in Phoenix, Arizona, the Arizona Game and Fish Department is a state agency whose goals are to maintain and improve the wildlife and habitats of Arizona through potent programs of protection and management</p>",g,62|62,Arizona game and fish
Approved,17,62,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>","<p>Based in Phoenix, Arizona, the Arizona Game and Fish Department is a state agency whose goals are to maintain and improve the wildlife and habitats of Arizona through potent programs of protection and management</p>",1,62|62,Arizona game and fish
Approved,10,63,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,<p>The Arizona game and fish department is based in Phoenix. It works to keep the environment and wildlife balanced and safe.</p>,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>",2,63|63,Arizona game and fish
Approved,45,63,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,<p>The Arizona game and fish department is based in Phoenix. It works to keep the environment and wildlife balanced and safe.</p>,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>",2,63|63,Arizona game and fish
Approved,26,63,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,<p>The Arizona game and fish department is based in Phoenix. It works to keep the environment and wildlife balanced and safe.</p>,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>",2,63|63,Arizona game and fish
Approved,40,63,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,<p>The Arizona game and fish department is based in Phoenix. It works to keep the environment and wildlife balanced and safe.</p>,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>",g,63|63,Arizona game and fish
Approved,64,63,Arizona game and fish,Arizona Game and Fish Department - Wikipedia,https://en.wikipedia.org/wiki/Arizona_Game_and_Fish_Department,<p>The Arizona game and fish department is based in Phoenix. It works to keep the environment and wildlife balanced and safe.</p>,"<p>The Arizona Game and Fish Department is a state agency of Arizona, headquartered in Phoenix. The agency is tasked with conserving, enhancing, and restoring Arizona's diverse wildlife resources and habitats through aggressive protection and management programs. </p>",1,63|63,Arizona game and fish
Approved,32,64,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,<p>The World Poker Tour and World Series of Poker are two major poker tournaments which use standings to determine a player of the year.</p>,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",b,64|64,Poker tournaments
Approved,28,64,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,<p>The World Poker Tour and World Series of Poker are two major poker tournaments which use standings to determine a player of the year.</p>,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",1,64|64,Poker tournaments
Approved,97,64,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,<p>The World Poker Tour and World Series of Poker are two major poker tournaments which use standings to determine a player of the year.</p>,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",1,64|64,Poker tournaments
Approved,119,64,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,<p>The World Poker Tour and World Series of Poker are two major poker tournaments which use standings to determine a player of the year.</p>,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",g,64|64,Poker tournaments
Approved,14,64,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,<p>The World Poker Tour and World Series of Poker are two major poker tournaments which use standings to determine a player of the year.</p>,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",2,64|64,Poker tournaments
Approved,33,65,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",<p>Some big poker tournaments like the World Poker Tour and World Series of Poker use rankings to decide who is the player of the year.</p>,2,65|65,Poker tournaments
Approved,51,65,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",<p>Some big poker tournaments like the World Poker Tour and World Series of Poker use rankings to decide who is the player of the year.</p>,2,65|65,Poker tournaments
Approved,17,65,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",<p>Some big poker tournaments like the World Poker Tour and World Series of Poker use rankings to decide who is the player of the year.</p>,2,65|65,Poker tournaments
Approved,92,65,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",<p>Some big poker tournaments like the World Poker Tour and World Series of Poker use rankings to decide who is the player of the year.</p>,g,65|65,Poker tournaments
Approved,46,65,Poker tournaments,Poker tournament - Wikipedia,https://en.wikipedia.org/wiki/Poker_tournament,"<p>Major poker tournaments such as the World Poker Tour and World Series of Poker, use standings to determine a player of the year. </p>",<p>Some big poker tournaments like the World Poker Tour and World Series of Poker use rankings to decide who is the player of the year.</p>,g,65|65,Poker tournaments
Approved,131,76,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>The original Land Rover Series was launched in June 1948 and production ended in December 2015 after a continuous run of 67 years. This British four wheel drive off road sport utility vehicle has been called the Land Rover Defender, the Land Rover Ninety, and the Land Rover One Ten.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,1,76|76,Defender
Approved,23,76,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>The original Land Rover Series was launched in June 1948 and production ended in December 2015 after a continuous run of 67 years. This British four wheel drive off road sport utility vehicle has been called the Land Rover Defender, the Land Rover Ninety, and the Land Rover One Ten.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,g,76|76,Defender
Approved,54,76,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>The original Land Rover Series was launched in June 1948 and production ended in December 2015 after a continuous run of 67 years. This British four wheel drive off road sport utility vehicle has been called the Land Rover Defender, the Land Rover Ninety, and the Land Rover One Ten.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,2,76|76,Defender
Approved,31,76,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>The original Land Rover Series was launched in June 1948 and production ended in December 2015 after a continuous run of 67 years. This British four wheel drive off road sport utility vehicle has been called the Land Rover Defender, the Land Rover Ninety, and the Land Rover One Ten.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,g,76|76,Defender
Approved,26,76,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>The original Land Rover Series was launched in June 1948 and production ended in December 2015 after a continuous run of 67 years. This British four wheel drive off road sport utility vehicle has been called the Land Rover Defender, the Land Rover Ninety, and the Land Rover One Ten.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,2,76|76,Defender
Approved,18,77,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>Originally called the Land Rover Ninety and Land Rover One Ten, the Land Rover Defender is an off road four wheel drive SUVm. Launched in June of 1948, Land Rover announced they would halt production on the line in 2015, ending an unbroken 67 year run.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,g,77|77,Defender
Approved,65,77,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>Originally called the Land Rover Ninety and Land Rover One Ten, the Land Rover Defender is an off road four wheel drive SUVm. Launched in June of 1948, Land Rover announced they would halt production on the line in 2015, ending an unbroken 67 year run.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,1,77|77,Defender
Approved,12,77,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>Originally called the Land Rover Ninety and Land Rover One Ten, the Land Rover Defender is an off road four wheel drive SUVm. Launched in June of 1948, Land Rover announced they would halt production on the line in 2015, ending an unbroken 67 year run.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,1,77|77,Defender
Approved,22,77,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>Originally called the Land Rover Ninety and Land Rover One Ten, the Land Rover Defender is an off road four wheel drive SUVm. Launched in June of 1948, Land Rover announced they would halt production on the line in 2015, ending an unbroken 67 year run.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,1,77|77,Defender
Approved,26,77,Defender,Land Rover Defender - Wikipedia,https://en.wikipedia.org/wiki/Land_Rover_Defender,"<p>Originally called the Land Rover Ninety and Land Rover One Ten, the Land Rover Defender is an off road four wheel drive SUVm. Launched in June of 1948, Land Rover announced they would halt production on the line in 2015, ending an unbroken 67 year run.</p>",<p>The Land Rover Defender (initially called the Land Rover Ninety and Land Rover One Ten) is a British four-wheel-drive off-road SUV developed from the original Land Rover Series launched in June 1948. In October 2013 Land Rover announced that production would end in December 2015 after a continuous run of 67 years. </p>,2,77|77,Defender
Approved,118,78,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>","<p>'The Defenders' is a group of superhero groups with varying membership appearing in American comic books, specifically those by Marvel Comics.  They tend to show a 'non-team' of lonesome 'outsiders' who, in their previous adventures, have been known for having their own goals and agendas.</p>",1,78|78,Defender
Approved,54,78,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>","<p>'The Defenders' is a group of superhero groups with varying membership appearing in American comic books, specifically those by Marvel Comics.  They tend to show a 'non-team' of lonesome 'outsiders' who, in their previous adventures, have been known for having their own goals and agendas.</p>",g,78|78,Defender
Approved,56,78,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>","<p>'The Defenders' is a group of superhero groups with varying membership appearing in American comic books, specifically those by Marvel Comics.  They tend to show a 'non-team' of lonesome 'outsiders' who, in their previous adventures, have been known for having their own goals and agendas.</p>",2,78|78,Defender
Approved,35,78,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>","<p>'The Defenders' is a group of superhero groups with varying membership appearing in American comic books, specifically those by Marvel Comics.  They tend to show a 'non-team' of lonesome 'outsiders' who, in their previous adventures, have been known for having their own goals and agendas.</p>",2,78|78,Defender
Approved,41,78,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>","<p>'The Defenders' is a group of superhero groups with varying membership appearing in American comic books, specifically those by Marvel Comics.  They tend to show a 'non-team' of lonesome 'outsiders' who, in their previous adventures, have been known for having their own goals and agendas.</p>",g,78|78,Defender
Approved,25,79,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),<p>One of the comic books that Marvel Comics has published is The Defenders.  This comic features a revolving set of outsiders that do things their own way and have been featured in their own comics.</p>,"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>",2,79|79,Defender
Approved,58,79,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),<p>One of the comic books that Marvel Comics has published is The Defenders.  This comic features a revolving set of outsiders that do things their own way and have been featured in their own comics.</p>,"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>",2,79|79,Defender
Approved,13,79,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),<p>One of the comic books that Marvel Comics has published is The Defenders.  This comic features a revolving set of outsiders that do things their own way and have been featured in their own comics.</p>,"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>",1,79|79,Defender
Approved,56,79,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),<p>One of the comic books that Marvel Comics has published is The Defenders.  This comic features a revolving set of outsiders that do things their own way and have been featured in their own comics.</p>,"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>",1,79|79,Defender
Approved,31,79,Defender,Defenders (comics) - Wikipedia,https://en.wikipedia.org/wiki/Defenders_(comics),<p>One of the comic books that Marvel Comics has published is The Defenders.  This comic features a revolving set of outsiders that do things their own way and have been featured in their own comics.</p>,"<p>'The Defenders is a set of fictional superhero groups with fluctuating membership appearing in American comic books published by Marvel Comics. They are usually presented as a ''non-team'' of individualistic ''outsiders'' who, in their prior adventures, are known for following their own agendas.' </p>",2,79|79,Defender
Approved,18,82,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>","<p>Volvo is owned by a Swedish company and it mostly makes trucks, buses, and construction equipment. They also do some industrial marine products and financial services. They're based in Gothenburg.</p>",2,82|82,Volvo
Approved,11,82,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>","<p>Volvo is owned by a Swedish company and it mostly makes trucks, buses, and construction equipment. They also do some industrial marine products and financial services. They're based in Gothenburg.</p>",1,82|82,Volvo
Approved,14,82,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>","<p>Volvo is owned by a Swedish company and it mostly makes trucks, buses, and construction equipment. They also do some industrial marine products and financial services. They're based in Gothenburg.</p>",1,82|82,Volvo
Approved,38,82,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>","<p>Volvo is owned by a Swedish company and it mostly makes trucks, buses, and construction equipment. They also do some industrial marine products and financial services. They're based in Gothenburg.</p>",1,82|82,Volvo
Approved,15,82,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>","<p>Volvo is owned by a Swedish company and it mostly makes trucks, buses, and construction equipment. They also do some industrial marine products and financial services. They're based in Gothenburg.</p>",1,82|82,Volvo
Approved,19,83,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>A Swedish multinational company, The Volvo Group is headquartered in Gothenburg. Volvo supplies marine and industrial drive systems and financial services in addition to is main services such as production, distribution of automobiles.</p>","<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>",1,83|83,Volvo
Approved,19,83,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>A Swedish multinational company, The Volvo Group is headquartered in Gothenburg. Volvo supplies marine and industrial drive systems and financial services in addition to is main services such as production, distribution of automobiles.</p>","<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>",g,83|83,Volvo
Approved,72,83,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>A Swedish multinational company, The Volvo Group is headquartered in Gothenburg. Volvo supplies marine and industrial drive systems and financial services in addition to is main services such as production, distribution of automobiles.</p>","<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>",1,83|83,Volvo
Approved,46,83,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>A Swedish multinational company, The Volvo Group is headquartered in Gothenburg. Volvo supplies marine and industrial drive systems and financial services in addition to is main services such as production, distribution of automobiles.</p>","<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>",1,83|83,Volvo
Approved,16,83,Volvo,Volvo - Wikipedia,https://en.wikipedia.org/wiki/Volvo,"<p>A Swedish multinational company, The Volvo Group is headquartered in Gothenburg. Volvo supplies marine and industrial drive systems and financial services in addition to is main services such as production, distribution of automobiles.</p>","<p>The Volvo Group (stylised as VOLVO) is a Swedish multinational manufacturing company headquartered in Gothenburg. While its core activity is the production, distribution and sale of trucks, buses and construction equipment, Volvo also supplies marine and industrial drive systems and financial services. </p>",2,83|83,Volvo
Approved,28,86,Rick Warren,Rick Warren - Wikipedia,https://en.wikipedia.org/wiki/Rick_Warren,"<p>'Richard Duane ''Rick'' Warren (born January 28, 1954) is an American evangelical Christian pastor and author. He is the founder and senior pastor of Saddleback Church, an evangelical megachurch in Lake Forest, California, that is the eighth-largest church in the United States (including multi-site churches).' </p>","<p>Richard Warren, known as 'Rick' is a an American Christian pastor and author.  He was born Jan. 28, 1954.  Saddleback Church is the evangelical megachurch he founded and is senior pastor of, in Lake Forest, CA.  If you include multi-site churches, this is the 8th largest church in the USA.</p>",2,86|86,Rick Warren
Approved,110,86,Rick Warren,Rick Warren - Wikipedia,https://en.wikipedia.org/wiki/Rick_Warren,"<p>'Richard Duane ''Rick'' Warren (born January 28, 1954) is an American evangelical Christian pastor and author. He is the founder and senior pastor of Saddleback Church, an evangelical megachurch in Lake Forest, California, that is the eighth-largest church in the United States (including multi-site churches).' </p>","<p>Richard Warren, known as 'Rick' is a an American Christian pastor and author.  He was born Jan. 28, 1954.  Saddleback Church is the evangelical megachurch he founded and is senior pastor of, in Lake Forest, CA.  If you include multi-site churches, this is the 8th largest church in the USA.</p>",1,86|86,Rick Warren
Approved,28,86,Rick Warren,Rick Warren - Wikipedia,https://en.wikipedia.org/wiki/Rick_Warren,"<p>'Richard Duane ''Rick'' Warren (born January 28, 1954) is an American evangelical Christian pastor and author. He is the founder and senior pastor of Saddleback Church, an evangelical megachurch in Lake Forest, California, that is the eighth-largest church in the United States (including multi-site churches).' </p>","<p>Richard Warren, known as 'Rick' is a an American Christian pastor and author.  He was born Jan. 28, 1954.  Saddleback Church is the evangelical megachurch he founded and is senior pastor of, in Lake Forest, CA.  If you include multi-site churches, this is the 8th largest church in the USA.</p>",1,86|86,Rick Warren
Approved,61,86,Rick Warren,Rick Warren - Wikipedia,https://en.wikipedia.org/wiki/Rick_Warren,"<p>'Richard Duane ''Rick'' Warren (born January 28, 1954) is an American evangelical Christian pastor and author. He is the founder and senior pastor of Saddleback Church, an evangelical megachurch in Lake Forest, California, that is the eighth-largest church in the United States (including multi-site churches).' </p>","<p>Richard Warren, known as 'Rick' is a an American Christian pastor and author.  He was born Jan. 28, 1954.  Saddleback Church is the evangelical megachurch he founded and is senior pastor of, in Lake Forest, CA.  If you include multi-site churches, this is the 8th largest church in the USA.</p>",2,86|86,Rick Warren
